Date,Close
11/1/2019 16:00:00,128.16
11/4/2019 16:00:00,126.88
11/5/2019 16:00:00,125.06
11/6/2019 16:00:00,127.03
11/7/2019 16:00:00,127.03
11/8/2019 16:00:00,126.13
11/11/2019 16:00:00,126.8
11/12/2019 16:00:00,128.72
11/13/2019 16:00:00,130.93
11/14/2019 16:00:00,131.79
11/15/2019 16:00:00,134.77
11/18/2019 16:00:00,137.09
11/19/2019 16:00:00,140.99
11/20/2019 16:00:00,147.75
11/21/2019 16:00:00,146.47
11/22/2019 16:00:00,147.92
11/25/2019 16:00:00,146.88
11/26/2019 16:00:00,149.63
11/27/2019 16:00:00,149.77
11/29/2019 13:00:00,148.7
12/2/2019 16:00:00,137.43
12/3/2019 16:00:00,142.68
12/4/2019 16:00:00,136.48
12/5/2019 16:00:00,131.37
12/6/2019 16:00:00,131.17
12/9/2019 16:00:00,131.01
12/10/2019 16:00:00,129.18
12/11/2019 16:00:00,128
12/12/2019 16:00:00,124.73
12/13/2019 16:00:00,128.41
12/16/2019 16:00:00,132.26
12/17/2019 16:00:00,129.39
12/18/2019 16:00:00,129.18
12/19/2019 16:00:00,130.96
12/20/2019 16:00:00,130.68
12/23/2019 16:00:00,132.36
12/24/2019 13:00:00,132.55
12/26/2019 16:00:00,135.02
12/27/2019 16:00:00,134.13
12/30/2019 16:00:00,128.93
12/31/2019 16:00:00,131.61
1/2/2020 16:00:00,134.33
1/3/2020 16:00:00,135.29
1/6/2020 16:00:00,140.5
1/7/2020 16:00:00,138.86
1/8/2020 16:00:00,140.27
1/9/2020 16:00:00,149.96
1/10/2020 16:00:00,149.23
1/13/2020 16:00:00,152.91
1/14/2020 16:00:00,152.83
1/15/2020 16:00:00,152.38
1/16/2020 16:00:00,151.9
1/17/2020 16:00:00,149.39
1/21/2020 16:00:00,148.68
1/22/2020 16:00:00,149.96
1/23/2020 16:00:00,148.57
1/24/2020 16:00:00,152.11
1/27/2020 16:00:00,148.77
1/28/2020 16:00:00,152.57
1/29/2020 16:00:00,159.31
1/30/2020 16:00:00,167.43
1/31/2020 16:00:00,163.91
2/3/2020 16:00:00,163.33
2/4/2020 16:00:00,172.15
2/5/2020 16:00:00,163.21
2/6/2020 16:00:00,163.61
2/7/2020 16:00:00,164.11
2/10/2020 16:00:00,166.25
2/11/2020 16:00:00,166.81
2/12/2020 16:00:00,170.59
2/13/2020 16:00:00,169.91
2/14/2020 16:00:00,171.33
2/18/2020 16:00:00,176.9
2/19/2020 16:00:00,180.09
2/20/2020 16:00:00,178.1
2/21/2020 16:00:00,164.9
2/24/2020 16:00:00,153.85
2/25/2020 16:00:00,149.38
2/26/2020 16:00:00,151.26
2/27/2020 16:00:00,150.19
2/28/2020 16:00:00,152.5
3/2/2020 16:00:00,155.64
3/3/2020 16:00:00,155.16
3/4/2020 16:00:00,159.32
3/5/2020 16:00:00,159.06
3/6/2020 16:00:00,150.11
3/9/2020 16:00:00,127.85
3/10/2020 16:00:00,133.85
3/11/2020 16:00:00,123.85
3/12/2020 16:00:00,111.55
3/13/2020 16:00:00,115.17
3/16/2020 16:00:00,98.97
3/17/2020 16:00:00,114.52
3/18/2020 16:00:00,105.73
3/19/2020 16:00:00,122.18
3/20/2020 16:00:00,120.5
3/23/2020 16:00:00,125.57
3/24/2020 16:00:00,136.43
3/25/2020 16:00:00,134.3
3/26/2020 16:00:00,133.11
3/27/2020 16:00:00,132.11
3/30/2020 16:00:00,136.43
3/31/2020 16:00:00,136.54
4/1/2020 16:00:00,126.14
4/2/2020 16:00:00,125.08
4/3/2020 16:00:00,120.47
4/6/2020 16:00:00,132.45
4/7/2020 16:00:00,131.82
4/8/2020 16:00:00,135.32
4/9/2020 16:00:00,140.34
4/13/2020 16:00:00,141.9
4/14/2020 16:00:00,149
4/15/2020 16:00:00,149.91
4/16/2020 16:00:00,153.98
4/17/2020 16:00:00,154.19
4/20/2020 16:00:00,160.28
4/21/2020 16:00:00,152.24
4/22/2020 16:00:00,158.33
4/23/2020 16:00:00,158.09
4/24/2020 16:00:00,159.94
4/27/2020 16:00:00,160.38
4/28/2020 16:00:00,154.75
4/29/2020 16:00:00,159.07
4/30/2020 16:00:00,162.13
5/1/2020 16:00:00,155.92
5/4/2020 16:00:00,159.95
5/5/2020 16:00:00,167.82
5/6/2020 16:00:00,170.61
5/7/2020 16:00:00,175.43
5/8/2020 16:00:00,176.49
5/11/2020 16:00:00,187.44
5/12/2020 16:00:00,193
5/13/2020 16:00:00,194.11
5/14/2020 16:00:00,194.32
5/15/2020 16:00:00,196.28
5/18/2020 16:00:00,194.17
5/19/2020 16:00:00,200.22
5/20/2020 16:00:00,206.62
5/21/2020 16:00:00,208.92
5/22/2020 16:00:00,220.28
5/26/2020 16:00:00,216.46
5/27/2020 16:00:00,211.89
5/28/2020 16:00:00,215.6
5/29/2020 16:00:00,232.11
6/1/2020 16:00:00,238.38
6/2/2020 16:00:00,234.92
6/3/2020 16:00:00,233.96
6/4/2020 16:00:00,220.04
6/5/2020 16:00:00,197.98
6/8/2020 16:00:00,203.88
6/9/2020 16:00:00,201.7
6/10/2020 16:00:00,208.18
6/11/2020 16:00:00,196.84
6/12/2020 16:00:00,193.67
6/15/2020 16:00:00,201.74
6/16/2020 16:00:00,203.75
6/17/2020 16:00:00,208.18
6/18/2020 16:00:00,209.06
6/19/2020 16:00:00,205.94
6/22/2020 16:00:00,216.56
6/23/2020 16:00:00,216.79
6/24/2020 16:00:00,217.84
6/25/2020 16:00:00,224.03
6/26/2020 16:00:00,224.51
6/29/2020 16:00:00,220.42
6/30/2020 16:00:00,226.34
7/1/2020 16:00:00,228.78
7/2/2020 16:00:00,225.18
7/6/2020 16:00:00,222.02
7/7/2020 16:00:00,225.49
7/8/2020 16:00:00,234.05
7/9/2020 16:00:00,236.6
7/10/2020 16:00:00,228.34
7/13/2020 16:00:00,207.39
7/14/2020 16:00:00,209.95
7/15/2020 16:00:00,206.96
7/16/2020 16:00:00,204.93
7/17/2020 16:00:00,208.97
7/20/2020 16:00:00,222
7/21/2020 16:00:00,218.39
7/22/2020 16:00:00,216.79
7/23/2020 16:00:00,206.54
7/24/2020 16:00:00,204.64
7/27/2020 16:00:00,207
7/28/2020 16:00:00,201.5
7/29/2020 16:00:00,216.3
7/30/2020 16:00:00,228.58
7/31/2020 16:00:00,229.08
8/3/2020 16:00:00,219.62
8/4/2020 16:00:00,214.66
8/5/2020 16:00:00,217.74
8/6/2020 16:00:00,213.75
8/7/2020 16:00:00,199.65
8/10/2020 16:00:00,191.8
8/11/2020 16:00:00,191.68
8/12/2020 16:00:00,195
8/13/2020 16:00:00,199.47
8/14/2020 16:00:00,199.13
8/17/2020 16:00:00,204.99
8/18/2020 16:00:00,209.75
8/19/2020 16:00:00,212.69
8/20/2020 16:00:00,219.8
8/21/2020 16:00:00,216.66
8/24/2020 16:00:00,210.99
8/25/2020 16:00:00,216.33
8/26/2020 16:00:00,228.84
8/27/2020 16:00:00,227.21
8/28/2020 16:00:00,225.91
8/31/2020 16:00:00,233.8
9/1/2020 16:00:00,250.72
9/2/2020 16:00:00,239.53
9/3/2020 16:00:00,221.94
9/4/2020 16:00:00,214.51
9/8/2020 16:00:00,210.72
9/9/2020 16:00:00,215.58
9/10/2020 16:00:00,209.64
9/11/2020 16:00:00,207.38
9/14/2020 16:00:00,211.03
9/15/2020 16:00:00,213.6
9/16/2020 16:00:00,205.69
9/17/2020 16:00:00,208.65
9/18/2020 16:00:00,214.35
9/21/2020 16:00:00,222.54
9/22/2020 16:00:00,222.91
9/23/2020 16:00:00,219.01
9/24/2020 16:00:00,218.56
9/25/2020 16:00:00,233.18
9/28/2020 16:00:00,230.95
9/29/2020 16:00:00,232.09
9/30/2020 16:00:00,231.51
10/1/2020 16:00:00,235.78
10/2/2020 16:00:00,234.32
10/5/2020 16:00:00,238.69
10/6/2020 16:00:00,246.41
10/7/2020 16:00:00,253.11
10/8/2020 16:00:00,252.86
10/9/2020 16:00:00,259.07
10/12/2020 16:00:00,263.2
10/13/2020 16:00:00,268.15
10/14/2020 16:00:00,265.19
10/15/2020 16:00:00,269.87
10/16/2020 16:00:00,267.3
10/19/2020 16:00:00,265.24
10/20/2020 16:00:00,256.68
10/21/2020 16:00:00,248.84
10/22/2020 16:00:00,245.75
10/23/2020 16:00:00,248
10/26/2020 16:00:00,240.1
10/27/2020 16:00:00,244.01
10/28/2020 16:00:00,240.04
10/29/2020 16:00:00,235.69
10/30/2020 16:00:00,228.47
11/2/2020 16:00:00,224.18
11/3/2020 16:00:00,226.97
11/4/2020 16:00:00,244.67
11/5/2020 16:00:00,253.15
11/6/2020 16:00:00,252.4
11/9/2020 16:00:00,239.89
11/10/2020 16:00:00,230.06
11/11/2020 16:00:00,245.09
11/12/2020 16:00:00,251.02
11/13/2020 16:00:00,246.86
11/16/2020 16:00:00,242.94
11/17/2020 16:00:00,248.34
11/18/2020 16:00:00,247.34
11/19/2020 16:00:00,255.11
11/20/2020 16:00:00,264.28
11/23/2020 16:00:00,265.35
11/24/2020 16:00:00,264.6
11/25/2020 16:00:00,265.4
11/27/2020 13:00:00,270.02
11/30/2020 16:00:00,287.31